
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-06-07 15:42:49 /api/notifications ................................................................... ~ 1.00ms
  2026-06-07 15:44:49 /api/notifications ................................................................. ~ 502.82ms
  2026-06-07 15:46:49 /api/notifications ................................................................. ~ 501.69ms
  2026-06-07 15:46:49 /api/notifications ................................................................. ~ 501.35ms
  2026-06-07 15:48:49 /api/notifications ................................................................. ~ 503.07ms
  2026-06-07 15:49:46 /api/auth/meta/status .............................................................. ~ 502.38ms
  2026-06-07 15:49:46 /api/auth/meta/app-settings ........................................................ ~ 501.13ms
  2026-06-07 15:49:46 /api/website-connections ................................................................. ~ 1s
  2026-06-07 15:49:48 /api/website-connections ........................................................... ~ 501.34ms
  2026-06-07 15:49:48 /api/campaigns ..................................................................... ~ 505.49ms
  2026-06-07 15:49:48 /api/sources ....................................................................... ~ 504.70ms
  2026-06-07 15:49:49 /api/website-connections ................................................................. ~ 1s
  2026-06-07 15:49:49 /api/campaigns ........................................................................... ~ 1s
  2026-06-07 15:49:50 /api/sources ....................................................................... ~ 506.72ms
  2026-06-07 15:50:11 /api/auth/meta/status ................................................................ ~ 1.14ms
  2026-06-07 15:50:11 /api/auth/meta/app-settings ........................................................ ~ 505.74ms
  2026-06-07 15:50:12 /api/website-connections ................................................................. ~ 1s
  2026-06-07 15:50:17 /api/notifications ................................................................... ~ 0.96ms
  2026-06-07 15:52:49 /api/notifications ................................................................. ~ 501.25ms
  2026-06-07 15:54:49 /api/notifications ................................................................. ~ 502.96ms
  2026-06-07 15:56:49 /api/notifications ................................................................. ~ 501.70ms
  2026-06-07 15:58:49 /api/notifications ................................................................. ~ 502.23ms
  2026-06-07 16:00:49 /api/notifications ................................................................... ~ 1.86ms
  2026-06-07 16:02:49 /api/notifications ................................................................. ~ 501.00ms
  2026-06-07 16:04:49 /api/notifications ................................................................. ~ 502.55ms
  2026-06-07 16:06:49 /api/notifications ................................................................. ~ 501.35ms
  2026-06-07 16:08:49 /api/notifications ................................................................. ~ 502.09ms
  2026-06-07 16:10:49 /api/notifications ................................................................. ~ 502.59ms
  2026-06-07 16:12:49 /api/notifications ................................................................. ~ 510.39ms
  2026-06-07 16:14:47 /api/notifications ................................................................. ~ 500.99ms
  2026-06-07 16:16:20 /api/notifications ................................................................. ~ 501.53ms
  2026-06-07 16:16:22 /api/leads/delayed ................................................................. ~ 501.68ms
  2026-06-07 16:16:23 /api/dashboard/top-users ............................................................. ~ 1.06ms
  2026-06-07 16:16:23 /api/dashboard-data/last-comments .................................................. ~ 506.94ms
  2026-06-07 16:16:23 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 16:16:23 /api/campaigns/dashboard-stats ..................................................... ~ 508.45ms
  2026-06-07 16:16:24 /api/leads/pipeline-analysis ....................................................... ~ 506.00ms
  2026-06-07 16:16:24 /api/stages ........................................................................ ~ 505.19ms
  2026-06-07 16:16:24 /api/user .......................................................................... ~ 506.42ms
  2026-06-07 16:16:24 /api/dashboard-data/active-users ......................................................... ~ 1s
  2026-06-07 16:16:25 /api/users ......................................................................... ~ 505.81ms
  2026-06-07 16:16:25 /api/users ......................................................................... ~ 506.35ms
  2026-06-07 16:16:25 /api/stages .............................................................................. ~ 1s
  2026-06-07 16:16:26 /api/leads/stats ................................................................... ~ 508.59ms
  2026-06-07 16:16:26 /api/leads/analysis ................................................................ ~ 506.74ms
  2026-06-07 16:16:26 /api/leads/delayed ................................................................. ~ 506.48ms
  2026-06-07 16:16:27 /api/dashboard/top-users ........................................................... ~ 506.58ms
  2026-06-07 16:16:27 /api/dashboard-data/last-comments .................................................. ~ 506.43ms
  2026-06-07 16:16:27 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.55ms
  2026-06-07 16:16:28 /api/campaigns/dashboard-stats ..................................................... ~ 505.62ms
  2026-06-07 16:16:28 /api/leads/pipeline-analysis ....................................................... ~ 505.84ms
  2026-06-07 16:16:28 /api/stages .............................................................................. ~ 1s
  2026-06-07 16:16:28 /api/user .......................................................................... ~ 507.67ms
  2026-06-07 16:16:29 /api/dashboard-data/active-users ................................................... ~ 507.35ms
  2026-06-07 16:16:29 /api/users ......................................................................... ~ 505.63ms
  2026-06-07 16:16:29 /api/users ......................................................................... ~ 506.86ms
  2026-06-07 16:16:29 /api/stages ........................................................................ ~ 506.65ms
  2026-06-07 16:16:30 /api/leads/stats ................................................................... ~ 507.20ms
  2026-06-07 16:16:30 /api/leads/analysis ................................................................ ~ 506.97ms
  2026-06-07 16:16:30 /api/dashboard-data/last-comments .................................................. ~ 506.19ms
  2026-06-07 16:16:31 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 16:16:31 /api/leads/delayed ................................................................. ~ 505.48ms
  2026-06-07 16:16:31 /api/dashboard/top-users ........................................................... ~ 506.97ms
  2026-06-07 16:16:32 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 16:16:32 /api/dashboard-data/recent-phone-calls ............................................. ~ 505.97ms
  2026-06-07 16:16:32 /api/dashboard-data/last-comments .................................................. ~ 505.77ms
  2026-06-07 16:16:33 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 16:16:33 /api/campaigns/dashboard-stats ........................................................... ~ 1s
  2026-06-07 16:16:33 /api/leads/pipeline-analysis ............................................................. ~ 1s
  2026-06-07 16:16:34 /api/stages ........................................................................ ~ 508.12ms
  2026-06-07 16:16:34 /api/user .......................................................................... ~ 507.63ms
  2026-06-07 16:16:35 /api/dashboard-data/active-users ......................................................... ~ 1s
  2026-06-07 16:16:35 /api/users ............................................................................... ~ 1s
  2026-06-07 16:16:35 /api/users ......................................................................... ~ 509.47ms
  2026-06-07 16:16:36 /api/stages ........................................................................ ~ 507.15ms
  2026-06-07 16:16:36 /api/leads/stats ......................................................................... ~ 1s
  2026-06-07 16:16:37 /api/leads/analysis ...................................................................... ~ 1s
  2026-06-07 16:16:37 /api/campaigns/dashboard-stats ........................................................... ~ 1s
  2026-06-07 16:16:37 /api/stages ........................................................................ ~ 506.89ms
  2026-06-07 16:16:38 /api/leads/stats ................................................................... ~ 506.90ms
  2026-06-07 16:16:38 /api/leads/analysis ...................................................................... ~ 1s
  2026-06-07 16:16:38 /api/leads/delayed ....................................................................... ~ 1s
  2026-06-07 16:16:39 /api/dashboard/top-users ........................................................... ~ 506.45ms
  2026-06-07 16:16:39 /api/dashboard-data/last-comments .................................................. ~ 505.41ms
  2026-06-07 16:16:40 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 16:16:40 /api/leads/pipeline-analysis ............................................................. ~ 1s
  2026-06-07 16:16:40 /api/stages ........................................................................ ~ 507.17ms
  2026-06-07 16:16:41 /api/user .......................................................................... ~ 505.93ms
  2026-06-07 16:16:41 /api/dashboard-data/active-users ......................................................... ~ 1s
  2026-06-07 16:16:42 /api/users ......................................................................... ~ 506.68ms
  2026-06-07 16:16:42 /api/users ......................................................................... ~ 546.88ms
  2026-06-07 16:16:42 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 16:16:43 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.48ms
  2026-06-07 16:16:43 /api/dashboard-data/last-comments .................................................. ~ 505.92ms
  2026-06-07 16:16:43 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 16:16:44 /api/dashboard-data/last-comments .................................................. ~ 505.22ms
  2026-06-07 16:16:44 /api/dashboard-data/recent-phone-calls ............................................. ~ 504.81ms
  2026-06-07 16:16:44 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 16:16:45 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.50ms
  2026-06-07 16:16:45 /api/dashboard-data/last-comments .................................................. ~ 505.10ms
  2026-06-07 16:16:45 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 16:16:46 /api/dashboard-data/last-comments .................................................. ~ 505.58ms
  2026-06-07 16:16:46 /api/dashboard-data/recent-phone-calls ............................................. ~ 505.77ms
  2026-06-07 16:16:46 /api/dashboard-data/last-comments .................................................. ~ 506.01ms
  2026-06-07 16:16:47 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.53ms
  2026-06-07 16:16:47 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 16:16:47 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.61ms
  2026-06-07 16:16:48 /api/dashboard-data/last-comments .................................................. ~ 505.91ms
  2026-06-07 16:16:48 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 16:16:48 /api/dashboard-data/last-comments .................................................. ~ 505.04ms
  2026-06-07 16:16:49 /api/dashboard-data/recent-phone-calls ............................................. ~ 505.21ms
  2026-06-07 16:16:49 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 16:16:49 /api/dashboard-data/recent-phone-calls ............................................. ~ 508.75ms
  2026-06-07 16:16:50 /api/dashboard-data/last-comments .................................................. ~ 505.89ms
  2026-06-07 16:16:50 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 16:16:50 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 16:16:51 /api/dashboard-data/recent-phone-calls ............................................. ~ 507.30ms
  2026-06-07 16:16:51 /api/dashboard-data/last-comments .................................................. ~ 505.27ms
  2026-06-07 16:16:51 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 16:16:52 /api/dashboard-data/last-comments .................................................. ~ 505.93ms
  2026-06-07 16:16:52 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.20ms
  2026-06-07 16:17:23 /api/leads/delayed ................................................................... ~ 1.03ms
  2026-06-07 16:18:17 /api/notifications ................................................................. ~ 501.84ms
  2026-06-07 16:18:23 /api/leads/delayed ................................................................. ~ 501.39ms
